n_samples,epsilon,run_idx,data_seed,dp_seed,pms_mse,pms_runtime_s,dp_mse,dp_runtime_s,timestamp
200,0.2,12,70002012,90002012,0.03685848392280731,0.008587916847318411,0.14189191078085664,0.020947332959622145,2026-04-30 20:33:23
200,0.2,13,70002013,90002013,0.025406075630490115,0.01849487517029047,0.19920610483452847,0.0201770830899477,2026-04-30 20:33:23
200,0.2,14,70002014,90002014,0.023492119520429903,0.014329374767839909,0.14410020777843938,0.018797040916979313,2026-04-30 20:33:23
200,0.2,15,70002015,90002015,0.04788677930466338,0.013211582787334919,0.14450687349687472,0.021094916854053736,2026-04-30 20:33:23
200,0.2,16,70002016,90002016,0.026075419255535488,0.01261875033378601,0.2907178015752733,0.02054604236036539,2026-04-30 20:33:23
200,0.2,18,70002018,90002018,0.0243272571949246,0.011070082895457745,0.14022696198472295,0.024339917115867138,2026-04-30 20:33:23
200,0.2,17,70002017,90002017,0.02184516920107663,0.01200795779004693,0.32803932426182647,0.023972874972969294,2026-04-30 20:33:23
200,0.2,19,70002019,90002019,0.02667509959149229,0.008622916880995035,0.2971482867062189,0.018303791992366314,2026-04-30 20:33:23
200,0.5,0,70005000,90005000,0.023100410344853488,0.010742750018835068,0.05357888966795198,0.02481329208239913,2026-04-30 20:33:25
200,0.5,1,70005001,90005001,0.031865442234800645,0.01777870813384652,0.10702379914900487,0.017783166840672493,2026-04-30 20:33:25
200,0.5,3,70005003,90005003,0.030973843611861042,0.009236832614988089,0.06436734295486723,0.025936416815966368,2026-04-30 20:33:25
200,0.5,2,70005002,90005002,0.027084884219823496,0.01604995923116803,0.08278619311370158,0.0278055421076715,2026-04-30 20:33:25
200,0.5,4,70005004,90005004,0.04115384959049973,0.014188958797603846,0.07143977849212828,0.014686749782413244,2026-04-30 20:33:25
200,0.5,5,70005005,90005005,0.03145063988752079,0.008933957666158676,0.054034110292063973,0.01911191688850522,2026-04-30 20:33:25
200,0.5,6,70005006,90005006,0.036153207131724006,0.012410708237439394,0.05540964269430112,0.01489320769906044,2026-04-30 20:33:25
200,0.5,7,70005007,90005007,0.042048857429354186,0.010734875220805407,0.07708179468093218,0.01867887517437339,2026-04-30 20:33:25
200,0.5,9,70005009,90005009,0.03556998083854425,0.01439216686412692,0.0483910251137892,0.015791208017617464,2026-04-30 20:33:25
200,0.5,12,70005012,90005012,0.03651880190621455,0.009728874545544386,0.052456390087262286,0.01807491621002555,2026-04-30 20:33:25
200,0.5,10,70005010,90005010,0.02833748879269148,0.017525792121887207,0.06730261763469422,0.021078416611999273,2026-04-30 20:33:25
200,0.5,8,70005008,90005008,0.02591299225897075,0.020041333977133036,0.07031562598563011,0.02654204098507762,2026-04-30 20:33:25
200,0.5,11,70005011,90005011,0.03320612323973887,0.022682833019644022,0.06851044205269874,0.025531833991408348,2026-04-30 20:33:25
200,0.5,13,70005013,90005013,0.0396165061171269,0.018806833308190107,0.05671516602245473,0.03057833295315504,2026-04-30 20:33:25
200,0.5,17,70005017,90005017,0.02277219336918977,0.010894916020333767,0.03830918129916626,0.014669625088572502,2026-04-30 20:33:25
200,0.5,14,70005014,90005014,0.03299332567973035,0.018417874816805124,0.047965785695815326,0.02428308315575123,2026-04-30 20:33:25
200,0.5,15,70005015,90005015,0.0332088894087006,0.009998792316764593,0.0631029308973899,0.02178175002336502,2026-04-30 20:33:25
200,0.5,19,70005019,90005019,0.03739762701784573,0.008565499912947416,0.0979968852007073,0.01745545817539096,2026-04-30 20:33:25
200,0.5,16,70005016,90005016,0.025766956595699685,0.013087125029414892,0.09452709828561434,0.018955667037516832,2026-04-30 20:33:25
